,choice,x0,x1,x2,x3
0,0,1.0,0.5859952973696745,0.6673378209039396,0.6813522024216679
1,0,1.0,0.4764512235368873,0.026819231633121388,0.44394381791913307
2,0,1.0,0.7536134906137256,0.7683947637619069,0.4688029258629969
3,2,1.0,0.605222010398565,0.8623926225529148,0.4343639848460522
4,0,1.0,0.142989927626474,0.0010692523903880202,0.6081243688920499
5,2,1.0,0.38930504794854914,0.21195360891864357,0.6919643840342432
6,4,1.0,0.9630154961154774,0.96582827068362,0.21215681579584034
7,3,1.0,0.06240799358910121,0.05902146308564549,0.5234873005404909
8,3,1.0,0.5150446093051881,0.39053917404675254,0.27550806163062913
9,3,1.0,0.36901839116868196,0.026075122194918365,0.0713634520900851
10,3,1.0,0.18508644620043435,0.9021020076354853,0.6793611396967363
11,0,1.0,0.47751049243246013,0.8941110679370109,0.7755486969424955
12,0,1.0,0.9667644136621676,0.8413833906611371,0.16102920640001195
13,0,1.0,0.850929164840088,0.677556000742293,0.047284097132459624
14,0,1.0,0.29158395028233286,0.5725511221461823,0.8158799592789207
15,0,1.0,0.9130045259995196,0.23637603941611696,0.6250740507784945
16,0,1.0,0.7811846113717873,0.7229753158910475,0.4450007211620166
17,1,1.0,0.6639570408515156,0.8634649492168086,0.32983994849735787
18,3,1.0,0.7498310318106638,0.6891813718322336,0.5718610698039731
19,1,1.0,0.2313619005942381,0.4872408556087793,0.738875401699616
20,0,1.0,0.9676231324086302,0.7222319027806865,0.300611259288309
21,2,1.0,0.5030534137634649,0.5774199507414464,0.8349413072998143
22,1,1.0,0.2903176924040354,0.20555026015308364,0.8662706609402012
23,0,1.0,0.11160333469719297,0.1710506962697358,0.042919288401963795
24,3,1.0,0.1841485212126749,0.12358187296391188,0.9277558350951443
25,3,1.0,0.18429908419907848,0.9221121027693575,0.2974371709337721
26,3,1.0,0.623875455444381,0.31957944715677444,0.15061817704756997
27,2,1.0,0.23439829183992367,0.5217543604426944,0.9408541181178395
28,0,1.0,0.013486666540910797,0.3540793140068559,0.908988071396251
29,3,1.0,0.5575510377962879,0.5795290623423067,0.30959269926856425
30,0,1.0,0.926611669005759,0.4495648868210651,0.6525071423788336
31,2,1.0,0.5040137192723548,0.69506131758873,0.8236704831236807
32,2,1.0,0.4040106538409637,0.8533852500150505,0.05012120027392297
33,0,1.0,0.670033652643503,0.06996005787434945,0.08570602290503948
34,2,1.0,0.11142990413446696,0.7583802262225338,0.24300770951324313
35,0,1.0,0.39587227256250446,0.2252925133729522,0.07079274422252457
36,1,1.0,0.9608736457743101,0.5358817793936808,0.5651975137772122
37,0,1.0,0.5354937789706631,0.48411458250465944,0.20681385202580682
38,2,1.0,0.1763216635876308,0.6834944743881064,0.004856924356060777
39,2,1.0,0.5448933411213476,0.3083786217818688,0.2624125853441519
40,4,1.0,0.06635711182801807,0.7688827179494739,0.3858089293808008
41,3,1.0,0.4959889205694993,0.8648819752519368,0.36024396477753984
42,1,1.0,0.9683594328503232,0.05188571263036512,0.995110185245336
43,1,1.0,0.46634328019364557,0.27418237671688517,0.7190175570844969
44,3,1.0,0.8738234067003879,0.7287539923492724,0.001156507941152296
45,1,1.0,0.2500928886503474,0.9146074456672211,0.6908538969210524
46,2,1.0,0.2781874317703439,0.6712432252427406,0.359847384998334
47,0,1.0,0.02239109381739235,0.36955533707521293,0.5131133217342184
48,3,1.0,0.18990471588051872,0.714081909326561,0.7027901436127543
49,3,1.0,0.44371928555937523,0.0646908954083334,0.5015321518642977
50,0,1.0,0.5131167514105209,0.31187004308762867,0.4183411920313861
51,0,1.0,0.13237427922871647,0.1268649198072025,0.3955141781991307
52,2,1.0,0.554432720254144,0.5657902618068721,0.22505166677815824
53,1,1.0,0.4399357410278031,0.4737561367693667,0.4113203084561292
54,0,1.0,0.7844239562859263,0.9946002707936881,0.6315034998795938
55,0,1.0,0.10685271823655562,0.7075096243678521,0.5176643058903324
56,0,1.0,0.9022547944723834,0.5371106382948397,0.2067847158150976
57,2,1.0,0.7944937999484472,0.45933455783948707,0.295250689984617
58,0,1.0,0.008136776228254483,0.9605547210854243,0.43329343573903334
59,0,1.0,0.29333801983332886,0.21513138990347525,0.4989325710272686
60,2,1.0,0.25493803385197655,0.3900606789927821,0.42948718029862876
61,2,1.0,0.5996538558718664,0.6237626760068609,0.5234643720733189
62,3,1.0,0.30335507485072377,0.5913315495234666,0.5982627413786823
63,4,1.0,0.5794900966701532,0.9947900785996785,0.16619023535632038
64,2,1.0,0.5335931773633896,0.34680455848616054,0.4498636092771754
65,1,1.0,0.9876790195552994,0.78659622258601,0.9229921176570682
66,0,1.0,0.41670157670156793,0.9942217971273656,0.9939045284908605
67,0,1.0,0.43813902593413856,0.27152007436589,0.08695582859206707
68,0,1.0,0.7605599307633809,0.5277712957923204,0.6550633977778568
69,3,1.0,0.1125791275595941,0.5620753439715782,0.35099817106659503
70,0,1.0,0.6315280811711119,0.24963842627032506,0.0430302652353336
71,2,1.0,0.26051495386775836,0.6172689796196172,0.29917491224454495
72,4,1.0,0.7474395885226541,0.7506832552360242,0.6294046871984954
73,2,1.0,0.08887423183369936,0.6507520903025784,0.7093812078213501
74,2,1.0,0.3542749696548233,0.2862228035717118,0.5299812631952586
75,2,1.0,0.3178876435707797,0.5734091119527677,0.7086097171405115
76,0,1.0,0.2576981469843733,0.3811807507486642,0.2580344130115455
77,4,1.0,0.09857017608338448,0.7106152859739676,0.08069389697916207
78,0,1.0,0.24740512541963677,0.0966358573228,0.7890501858241384
79,0,1.0,0.12375027075936018,0.7858615245526414,0.4532405440466777
80,1,1.0,0.5312953780997935,0.04350161374489003,0.762679881247669
81,0,1.0,0.6326105245173356,0.5505462075986016,0.7127046465122208
82,3,1.0,0.23649202179788964,0.9847942389463411,0.1360317384322638
83,3,1.0,0.2999068072790695,0.8886602083558216,0.33052164043139287
84,0,1.0,0.39128728674225843,0.4735773641141925,0.6039300756632757
85,0,1.0,0.16762804803082276,0.15161231039104972,0.5249822774512612
86,0,1.0,0.34376225894832846,0.4682467874060178,0.88877121018333
87,3,1.0,0.0911547966181141,0.8013719770641068,0.27064833933694876
88,0,1.0,0.5282732164492889,0.8570259073244282,0.6002063660209503
89,1,1.0,0.05112405071041104,0.9525468206613904,0.90383555483809
90,0,1.0,0.22233861498565588,0.23077431596230025,0.8686143742433732
91,3,1.0,0.14230511875060647,0.6269422018175296,0.9230234225167225
92,0,1.0,0.20953983096374063,0.19225548640500845,0.22958463742074509
93,4,1.0,0.21872953149064334,0.9209449471614279,0.13280250160595064
94,2,1.0,0.6636188506620111,0.08035788831697455,0.09930495999607647
95,4,1.0,0.6003224977383047,0.53472647232994,0.5998995074158422
96,2,1.0,0.7950757020852262,0.3017352600294173,0.16581658698190893
97,3,1.0,0.5442132771161894,0.7873992492989573,0.2799798125858374
98,2,1.0,0.7872404299342273,0.9535403694025674,0.3606315219903403
99,2,1.0,0.21052602269686427,0.6767912306661824,0.29438224939905444
100,0,1.0,0.7157967812161901,0.46741132398820595,0.7233269337884254
101,0,1.0,0.39251117221008525,0.13304231280071632,0.8626408504476101
102,1,1.0,0.9079852202734828,0.8960759903003713,0.8351169078615126
103,1,1.0,0.5474179428880522,0.419766834908298,0.5893485301943547
104,2,1.0,0.3103810022954634,0.9243661899510884,0.46207362615644676
105,2,1.0,0.8284661271749335,0.9098786348711361,0.48845064735809085
106,0,1.0,0.21527690191731585,0.5738771371286203,0.9099049140397881
107,0,1.0,0.5959032988366689,0.5715044231747676,0.7100540479732249
108,4,1.0,0.0662500861315235,0.8644210758143025,0.6167634786386871
109,3,1.0,0.17045352009630066,0.4425216397159416,0.005505752425002397
110,1,1.0,0.004897865812682256,0.16449699108965932,0.23267126336226962
111,0,1.0,0.939358835285213,0.634600775921682,0.6918970538954659
112,1,1.0,0.5725019189568559,0.8395510116359225,0.3530324814495537
113,2,1.0,0.007142034977429379,0.5759209850880344,0.27637788448471834
114,3,1.0,0.6680658735450993,0.8477861393225385,0.5370086641692142
115,3,1.0,0.09567321304715048,0.7055237169845523,0.09534557834262092
116,3,1.0,0.37819839505780384,0.6872432130941011,0.19644061437691385
117,0,1.0,0.5552253120140287,0.0361122690521708,0.5713134177497385
118,0,1.0,0.4310298754790183,0.17077183142465935,0.8703724266827714
119,0,1.0,0.6793975029434043,0.002084716718140589,0.714363338921084
120,3,1.0,0.31673804742984557,0.13342144819902269,0.0015633989628573985
121,3,1.0,0.031331022540703524,0.556049962205688,0.7351925120556171
122,0,1.0,0.258178328307214,0.35358217611744125,0.5417342951435656
123,4,1.0,0.3878154918467296,0.608507900596148,0.19628460016630567
124,3,1.0,0.09154302114677049,0.581568206434948,0.20429593663217382
125,2,1.0,0.49929434208310886,0.49580028224202943,0.17687411331574943
126,0,1.0,0.71811819895975,0.4463223934023973,0.4286631062363655
127,0,1.0,0.4651224464378224,0.6401599027261204,0.9963966500917887
128,1,1.0,0.513553934509818,0.25392129400356056,0.06004970193894088
129,4,1.0,0.2971031905683925,0.7253684591865072,0.9783320815064916
130,3,1.0,0.09335126576331443,0.9729264560589185,0.5077173025616892
131,4,1.0,0.11230867132051181,0.47932260439250185,0.9952239327594453
132,3,1.0,0.10739300078708724,0.6529393726003475,0.09022150120029182
133,2,1.0,0.20903976666468838,0.2706426213030154,0.06016587087773351
134,2,1.0,0.5499444658328568,0.2854416785607158,0.8497816782997092
135,2,1.0,0.7451845275555214,0.15272787909923125,0.41057835411657606
136,0,1.0,0.04928923472989033,0.382662338084232,0.6979782727147624
137,3,1.0,0.37684923218612165,0.7411850496947233,0.16643176114688363
138,0,1.0,0.6121037239350037,0.5092291340580056,0.5982975277735119
139,2,1.0,0.18835468427257052,0.8584630412868667,0.9949874979381275
140,1,1.0,0.7872124829746987,0.0612619530037074,0.9551335056411902
141,2,1.0,0.7392037444336177,0.14601903226762103,0.4652468487143889
142,0,1.0,0.833768241273293,0.13553778739799105,0.07514525729006338
